POSTCODE,POST4,BUURTCODE,BUURTNAAM,WIJKCODE,WIJKNAAM,STADSDEELCODE,STADSDEELNAAM
5645KJ,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645KK,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KL,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KM,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KN,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KP,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KR,5645,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5645KS,5645,240,Riel,23,Wijk Putten,2,Stadsdeel Stratum
5645KT,5645,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5645KV,5645,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5645KW,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645KW,5645,,,,,,
5645KW,5645,240,Riel,23,Wijk Putten,2,Stadsdeel Stratum
5645KZ,5645,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5645LB,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645LD,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645LE,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645LG,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645LH,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645LJ,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645MD,5645,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5645NG,5645,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5645RD,5645,232,Burghplan,23,Wijk Putten,2,Stadsdeel Stratum
5645RE,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645TA,5645,231,Poeijers,23,Wijk Putten,2,Stadsdeel Stratum
5645TG,5645,232,Burghplan,23,Wijk Putten,2,Stadsdeel Stratum
5645TH,5645,232,Burghplan,23,Wijk Putten,2,Stadsdeel Stratum
5645TJ,5645,232,Burghplan,23,Wijk Putten,2,Stadsdeel Stratum
5645TL,5645,230,Puttense Dreef,23,Wijk Putten,2,Stadsdeel Stratum
5645TL,5645,240,Riel,23,Wijk Putten,2,Stadsdeel Stratum
5645TL,5645,,,,,,
5646AA,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AB,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AC,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AD,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AE,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AG,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AH,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AJ,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AK,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AL,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AM,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AN,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AP,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AR,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AS,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AT,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AV,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646AW,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BA,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BB,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BC,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BD,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BE,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BG,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5646BN,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BP,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BR,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BS,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BT,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BV,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BW,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646BX,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HA,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HB,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HC,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HD,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HE,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HG,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HH,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HJ,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HK,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HL,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HM,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HN,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HP,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HR,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HS,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HT,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HV,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HW,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HX,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646HZ,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JA,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JD,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JE,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JG,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JH,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JJ,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JK,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JL,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JM,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646JN,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646KW,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646KX,5646,234,Tivoli,23,Wijk Putten,2,Stadsdeel Stratum
5646KZ,5646,235,Gijzenrooi,23,Wijk Putten,2,Stadsdeel Stratum
5646LC,5646,238,Schuttersbosch,23,Wijk Putten,2,Stadsdeel Stratum
5647LA,5647,240,Riel,23,Wijk Putten,2,Stadsdeel Stratum
5647LB,5647,240,Riel,23,Wijk Putten,2,Stadsdeel Stratum
5651AC,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AD,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AE,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AG,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AH,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AJ,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AK,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AL,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AM,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AN,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AP,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AR,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651AS,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BA,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BB,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BC,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BD,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BE,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BG,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BH,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BJ,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BK,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BL,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BM,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BN,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BP,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BP,5651,,,,,,
5651BP,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BR,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651BT,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CA,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CA,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CA,5651,,,,,,
5651CB,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CC,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CD,5651,,,,,,
5651CD,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CD,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CE,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CG,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CH,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CJ,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CK,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CL,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CM,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CN,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CP,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CR,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CS,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CT,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CV,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651CW,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EA,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EB,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EC,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651ED,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EE,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EG,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EH,5651,,,,,,
5651EH,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EH,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EJ,5651,626,Wielewaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EK,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EL,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EN,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EP,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651ER,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651ES,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651ET,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EV,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EW,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EX,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651EZ,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GA,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GB,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GB,5651,626,Wielewaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GB,5651,,,,,,
5651GC,5651,627,Herdgang,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GD,5651,626,Wielewaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GE,5651,626,Wielewaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GG,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GH,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GJ,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GK,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GL,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GM,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GN,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GR,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GW,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651GZ,5651,628,Mispelhoef,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HA,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HC,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HD,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HE,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HG,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HH,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HJ,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651HK,5651,625,Zwaanstraat,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651LX,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5651LZ,5651,624,Drents Dorp,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AA,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AB,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AC,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AD,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AE,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AG,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AH,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AJ,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AK,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AL,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AM,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AM,5652,,,,,,
5652AN,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AP,5652,,,,,,
5652AP,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AR,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AS,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AT,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AV,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AW,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652AX,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BA,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BB,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BC,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BG,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BH,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652BJ,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CH,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CJ,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CK,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CL,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CN,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CR,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CR,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652CR,5652,,,,,,
5652CV,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652ED,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EH,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EJ,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EK,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EL,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EN,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652ER,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652ES,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652ET,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EV,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652EW,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GH,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GJ,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GK,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GL,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GN,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GR,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GS,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GT,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GV,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GW,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652GX,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652HH,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JH,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JJ,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JK,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JL,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JN,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JP,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JR,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JS,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JT,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JV,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JW,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652JX,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KE,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652KG,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LA,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LB,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LC,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LD,5652,621,Hurk,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LD,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LD,5652,,,,,,
5652LE,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LG,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LH,5652,623,Lievendaal,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LJ,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LK,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LL,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LM,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
5652LN,5652,622,Het Ven,62,Wijk Halve Maan,6,Stadsdeel Strijp
